Time_Seconds,Total_Counts,Exposure,Counts_Per_Second
14620.0,7.0,20.0,0.35
14640.0,3.0,20.0,0.15
14660.0,8.0,20.0,0.4
14680.0,1.0,20.0,0.05
14700.0,3.0,20.0,0.15
14720.0,1.0,20.0,0.05
14740.0,2.0,20.0,0.1
14760.0,2.0,20.0,0.1
14780.0,2.0,20.0,0.1
14800.0,7.0,20.0,0.35
14820.0,0.0,20.0,0.0
14840.0,3.0,20.0,0.15
14860.0,4.0,20.0,0.2
14880.0,4.0,20.0,0.2
14900.0,2.0,20.0,0.1
14920.0,2.0,20.0,0.1
14940.0,3.0,20.0,0.15
14960.0,2.0,20.0,0.1
14980.0,3.0,20.0,0.15
15000.0,7.0,20.0,0.35
15020.0,5.0,20.0,0.25
15040.0,2.0,20.0,0.1
15060.0,4.0,20.0,0.2
15080.0,5.0,20.0,0.25
15100.0,0.0,20.0,0.0
15120.0,4.0,20.0,0.2
15140.0,7.0,20.0,0.35
15160.0,8.0,20.0,0.4
15180.0,7.0,20.0,0.35
15200.0,3.0,20.0,0.15
15220.0,3.0,20.0,0.15
15240.0,5.0,20.0,0.25
15260.0,2.0,20.0,0.1
15280.0,1.0,20.0,0.05
15300.0,2.0,20.0,0.1
15320.0,2.0,20.0,0.1
15340.0,6.0,20.0,0.3
15360.0,4.0,20.0,0.2
15380.0,6.0,20.0,0.3
15400.0,3.0,20.0,0.15
15420.0,6.0,20.0,0.3
15440.0,2.0,20.0,0.1
15460.0,3.0,20.0,0.15
15480.0,8.0,20.0,0.4
15500.0,4.0,20.0,0.2
15520.0,4.0,20.0,0.2
15540.0,4.0,20.0,0.2
15560.0,2.0,20.0,0.1
15580.0,5.0,20.0,0.25
15600.0,1.0,20.0,0.05
15620.0,4.0,20.0,0.2
15640.0,1.0,20.0,0.05
15660.0,6.0,20.0,0.3
15680.0,4.0,20.0,0.2
15700.0,1.0,20.0,0.05
15720.0,3.0,20.0,0.15
15740.0,4.0,20.0,0.2
15760.0,2.0,20.0,0.1
15780.0,4.0,20.0,0.2
15800.0,5.0,20.0,0.25
15820.0,1.0,20.0,0.05
15840.0,1.0,20.0,0.05
15860.0,3.0,20.0,0.15
15880.0,5.0,20.0,0.25
15900.0,3.0,20.0,0.15
15920.0,1.0,20.0,0.05
15940.0,1.0,20.0,0.05
15960.0,1.0,20.0,0.05
15980.0,5.0,20.0,0.25
16000.0,3.0,20.0,0.15
16020.0,2.0,20.0,0.1
16040.0,3.0,20.0,0.15
16060.0,1.0,20.0,0.05
16080.0,1.0,20.0,0.05
16100.0,4.0,20.0,0.2
16120.0,1.0,20.0,0.05
16140.0,0.0,20.0,0.0
16160.0,4.0,20.0,0.2
16180.0,6.0,20.0,0.3
16200.0,4.0,20.0,0.2
16220.0,3.0,20.0,0.15
16240.0,2.0,20.0,0.1
16260.0,3.0,20.0,0.15
16280.0,7.0,20.0,0.35
16300.0,1.0,20.0,0.05
16320.0,1.0,20.0,0.05
16340.0,3.0,20.0,0.15
16360.0,8.0,20.0,0.4
16380.0,3.0,20.0,0.15
16400.0,4.0,20.0,0.2
16420.0,3.0,20.0,0.15
16440.0,6.0,20.0,0.3
16460.0,2.0,20.0,0.1
16480.0,3.0,20.0,0.15
16500.0,3.0,20.0,0.15
16520.0,6.0,20.0,0.3
16540.0,6.0,20.0,0.3
16560.0,3.0,20.0,0.15
16580.0,8.0,20.0,0.4
16600.0,3.0,20.0,0.15
16620.0,2.0,20.0,0.1
16640.0,1.0,20.0,0.05
16660.0,3.0,20.0,0.15
16680.0,3.0,20.0,0.15
16700.0,3.0,20.0,0.15
16720.0,6.0,20.0,0.3
16740.0,2.0,20.0,0.1
16760.0,3.0,20.0,0.15
16780.0,5.0,20.0,0.25
16800.0,3.0,20.0,0.15
16820.0,6.0,20.0,0.3
16840.0,2.0,20.0,0.1
16860.0,2.0,20.0,0.1
16880.0,1.0,20.0,0.05
16900.0,6.0,20.0,0.3
16920.0,1.0,20.0,0.05
16940.0,1.0,20.0,0.05
16960.0,7.0,20.0,0.35
16980.0,3.0,20.0,0.15
17000.0,4.0,20.0,0.2
17020.0,8.0,20.0,0.4
17040.0,3.0,20.0,0.15
17060.0,1.0,20.0,0.05
17080.0,6.0,20.0,0.3
17100.0,3.0,20.0,0.15
17120.0,5.0,20.0,0.25
17140.0,6.0,20.0,0.3
17160.0,4.0,20.0,0.2
17180.0,1.0,20.0,0.05
17200.0,6.0,20.0,0.3
17220.0,2.0,20.0,0.1
17240.0,1.0,20.0,0.05
17260.0,3.0,20.0,0.15
17280.0,1.0,20.0,0.05
17300.0,2.0,20.0,0.1
17320.0,4.0,20.0,0.2
17340.0,4.0,20.0,0.2
17360.0,7.0,20.0,0.35
17380.0,7.0,20.0,0.35
17400.0,5.0,20.0,0.25
17420.0,6.0,20.0,0.3
17440.0,4.0,20.0,0.2
17460.0,3.0,20.0,0.15
17480.0,4.0,20.0,0.2
17500.0,3.0,20.0,0.15
17520.0,2.0,20.0,0.1
17540.0,5.0,20.0,0.25
17560.0,4.0,20.0,0.2
17580.0,5.0,20.0,0.25
17600.0,6.0,20.0,0.3
17620.0,4.0,20.0,0.2
17640.0,1.0,20.0,0.05
17660.0,0.0,20.0,0.0
17680.0,1.0,20.0,0.05
17700.0,2.0,20.0,0.1
17720.0,4.0,20.0,0.2
17740.0,0.0,20.0,0.0
17760.0,4.0,20.0,0.2
17780.0,4.0,20.0,0.2
17800.0,4.0,20.0,0.2
17820.0,5.0,20.0,0.25
17840.0,2.0,20.0,0.1
17860.0,6.0,20.0,0.3
17880.0,2.0,20.0,0.1
17900.0,4.0,20.0,0.2
17920.0,3.0,20.0,0.15
17940.0,1.0,20.0,0.05
17960.0,6.0,20.0,0.3
17980.0,5.0,20.0,0.25
18000.0,3.0,20.0,0.15
18020.0,6.0,20.0,0.3
18040.0,0.0,20.0,0.0
18060.0,4.0,20.0,0.2
18080.0,2.0,20.0,0.1
18100.0,3.0,20.0,0.15
18120.0,4.0,20.0,0.2
18140.0,0.0,20.0,0.0
18160.0,6.0,20.0,0.3
18180.0,6.0,20.0,0.3
18200.0,5.0,20.0,0.25
18220.0,0.0,20.0,0.0
18240.0,1.0,20.0,0.05
18260.0,2.0,20.0,0.1
18280.0,1.0,20.0,0.05
18300.0,4.0,20.0,0.2
18320.0,3.0,20.0,0.15
18340.0,0.0,20.0,0.0
18360.0,2.0,20.0,0.1
18380.0,2.0,20.0,0.1
18400.0,6.0,20.0,0.3
18420.0,4.0,20.0,0.2
18440.0,5.0,20.0,0.25
18460.0,2.0,20.0,0.1
18480.0,2.0,20.0,0.1
18500.0,2.0,20.0,0.1
18520.0,2.0,20.0,0.1
18540.0,7.0,20.0,0.35
18560.0,10.0,20.0,0.5
18580.0,4.0,20.0,0.2
18600.0,3.0,20.0,0.15
18620.0,2.0,20.0,0.1
18640.0,4.0,20.0,0.2
18660.0,3.0,20.0,0.15
18680.0,3.0,20.0,0.15
18700.0,3.0,20.0,0.15
18720.0,3.0,20.0,0.15
18740.0,3.0,20.0,0.15
18760.0,4.0,20.0,0.2
18780.0,3.0,20.0,0.15
18800.0,3.0,20.0,0.15
18820.0,5.0,20.0,0.25
18840.0,6.0,20.0,0.3
18860.0,4.0,20.0,0.2
18880.0,6.0,20.0,0.3
18900.0,2.0,20.0,0.1
18920.0,4.0,20.0,0.2
18940.0,5.0,20.0,0.25
18960.0,3.0,20.0,0.15
18980.0,2.0,20.0,0.1
19000.0,5.0,20.0,0.25
19020.0,4.0,20.0,0.2
19040.0,5.0,20.0,0.25
19060.0,1.0,20.0,0.05
19080.0,3.0,20.0,0.15
19100.0,0.0,20.0,0.0
19120.0,4.0,20.0,0.2
19140.0,3.0,20.0,0.15
19160.0,5.0,20.0,0.25
19180.0,2.0,20.0,0.1
19200.0,1.0,20.0,0.05
19220.0,3.0,20.0,0.15
19240.0,3.0,20.0,0.15
19260.0,1.0,20.0,0.05
19280.0,7.0,20.0,0.35
19300.0,5.0,20.0,0.25
19320.0,2.0,20.0,0.1
19340.0,2.0,20.0,0.1
19360.0,3.0,20.0,0.15
19380.0,5.0,20.0,0.25
19400.0,1.0,20.0,0.05
19420.0,2.0,20.0,0.1
19440.0,2.0,20.0,0.1
19460.0,3.0,20.0,0.15
19480.0,0.0,20.0,0.0
19500.0,3.0,20.0,0.15
19520.0,0.0,20.0,0.0
19540.0,7.0,20.0,0.35
19560.0,4.0,20.0,0.2
19580.0,1.0,20.0,0.05
19600.0,8.0,20.0,0.4
19620.0,1.0,20.0,0.05
19640.0,1.0,20.0,0.05
19660.0,1.0,20.0,0.05
19680.0,3.0,20.0,0.15
19700.0,6.0,20.0,0.3
19720.0,5.0,20.0,0.25
19740.0,6.0,20.0,0.3
19760.0,1.0,20.0,0.05
19780.0,3.0,20.0,0.15
19800.0,4.0,20.0,0.2
19820.0,5.0,20.0,0.25
19840.0,0.0,20.0,0.0
19860.0,1.0,20.0,0.05
19880.0,7.0,20.0,0.35
19900.0,4.0,20.0,0.2
19920.0,5.0,20.0,0.25
19940.0,3.0,20.0,0.15
19960.0,4.0,20.0,0.2
19980.0,4.0,20.0,0.2
20000.0,3.0,20.0,0.15
20020.0,6.0,20.0,0.3
20040.0,2.0,20.0,0.1
20060.0,3.0,20.0,0.15
20080.0,6.0,20.0,0.3
20100.0,4.0,20.0,0.2
20120.0,3.0,20.0,0.15
20140.0,3.0,20.0,0.15
20160.0,4.0,20.0,0.2
20180.0,8.0,20.0,0.4
20200.0,2.0,20.0,0.1
20220.0,2.0,20.0,0.1
20240.0,5.0,20.0,0.25
20260.0,4.0,20.0,0.2
20280.0,8.0,20.0,0.4
20300.0,4.0,20.0,0.2
20320.0,4.0,20.0,0.2
20340.0,4.0,20.0,0.2
20360.0,2.0,20.0,0.1
20380.0,4.0,20.0,0.2
20400.0,3.0,20.0,0.15
20420.0,5.0,20.0,0.25
20440.0,2.0,20.0,0.1
20460.0,5.0,20.0,0.25
20480.0,1.0,20.0,0.05
20500.0,7.0,20.0,0.35
20520.0,8.0,20.0,0.4
20540.0,6.0,20.0,0.3
20560.0,4.0,20.0,0.2
20580.0,13.0,20.0,0.65
20600.0,1.0,20.0,0.05
20620.0,4.0,20.0,0.2
20640.0,5.0,20.0,0.25
20660.0,7.0,20.0,0.35
20680.0,2.0,20.0,0.1
20700.0,5.0,20.0,0.25
20720.0,6.0,20.0,0.3
20740.0,3.0,20.0,0.15
20760.0,7.0,20.0,0.35
20780.0,0.0,20.0,0.0
20800.0,1.0,20.0,0.05
20820.0,4.0,20.0,0.2
20840.0,8.0,20.0,0.4
20860.0,1.0,20.0,0.05
20880.0,5.0,20.0,0.25
20900.0,1.0,20.0,0.05
20920.0,8.0,20.0,0.4
20940.0,1.0,20.0,0.05
20960.0,6.0,20.0,0.3
20980.0,2.0,20.0,0.1
21000.0,2.0,20.0,0.1
21020.0,4.0,20.0,0.2
21040.0,2.0,20.0,0.1
21060.0,3.0,20.0,0.15
21080.0,11.0,20.0,0.55
21100.0,1.0,20.0,0.05
21120.0,3.0,20.0,0.15
21140.0,1.0,20.0,0.05
21160.0,8.0,20.0,0.4
21180.0,5.0,20.0,0.25
21200.0,2.0,20.0,0.1
21220.0,1.0,20.0,0.05
21240.0,5.0,20.0,0.25
21260.0,6.0,20.0,0.3
21280.0,2.0,20.0,0.1
21300.0,8.0,20.0,0.4
21320.0,4.0,20.0,0.2
21340.0,3.0,20.0,0.15
21360.0,9.0,20.0,0.45
21380.0,7.0,20.0,0.35
21400.0,3.0,20.0,0.15
21420.0,4.0,20.0,0.2
21440.0,3.0,20.0,0.15
21460.0,5.0,20.0,0.25
21480.0,3.0,20.0,0.15
21500.0,1.0,20.0,0.05
21520.0,3.0,20.0,0.15
21540.0,3.0,20.0,0.15
21560.0,4.0,20.0,0.2
21580.0,2.0,20.0,0.1
21600.0,5.0,20.0,0.25
21620.0,3.0,20.0,0.15
21640.0,4.0,20.0,0.2
21660.0,5.0,20.0,0.25
21680.0,7.0,20.0,0.35
21700.0,0.0,20.0,0.0
21720.0,8.0,20.0,0.4
21740.0,1.0,20.0,0.05
21760.0,6.0,20.0,0.3
21780.0,2.0,20.0,0.1
21800.0,3.0,20.0,0.15
21820.0,4.0,20.0,0.2
21840.0,2.0,20.0,0.1
21860.0,3.0,20.0,0.15
21880.0,1.0,20.0,0.05
21900.0,3.0,20.0,0.15
21920.0,7.0,20.0,0.35
21940.0,0.0,20.0,0.0
21960.0,5.0,20.0,0.25
21980.0,6.0,20.0,0.3
22000.0,7.0,20.0,0.35
22020.0,2.0,20.0,0.1
22040.0,4.0,20.0,0.2
22060.0,7.0,20.0,0.35
22080.0,5.0,20.0,0.25
22100.0,4.0,20.0,0.2
22120.0,3.0,20.0,0.15
22140.0,4.0,20.0,0.2
22160.0,2.0,20.0,0.1
22180.0,8.0,20.0,0.4
22200.0,4.0,20.0,0.2
22220.0,5.0,20.0,0.25
22240.0,4.0,20.0,0.2
22260.0,10.0,20.0,0.5
22280.0,4.0,20.0,0.2
22300.0,3.0,20.0,0.15
22320.0,4.0,20.0,0.2
22340.0,10.0,20.0,0.5
22360.0,8.0,20.0,0.4
22380.0,4.0,20.0,0.2
22400.0,3.0,20.0,0.15
22420.0,3.0,20.0,0.15
22440.0,4.0,20.0,0.2
22460.0,5.0,20.0,0.25
22480.0,6.0,20.0,0.3
22500.0,2.0,20.0,0.1
22520.0,4.0,20.0,0.2
22540.0,3.0,20.0,0.15
22560.0,6.0,20.0,0.3
22580.0,3.0,20.0,0.15
22600.0,4.0,20.0,0.2
22620.0,5.0,20.0,0.25
22640.0,5.0,20.0,0.25
22660.0,2.0,20.0,0.1
22680.0,3.0,20.0,0.15
22700.0,4.0,20.0,0.2
22720.0,1.0,20.0,0.05
22740.0,10.0,20.0,0.5
22760.0,3.0,20.0,0.15
22780.0,5.0,20.0,0.25
22800.0,13.0,20.0,0.65
22820.0,5.0,20.0,0.25
22840.0,5.0,20.0,0.25
22860.0,1.0,20.0,0.05
22880.0,3.0,20.0,0.15
22900.0,8.0,20.0,0.4
22920.0,2.0,20.0,0.1
22940.0,1.0,20.0,0.05
22960.0,3.0,20.0,0.15
22980.0,2.0,20.0,0.1
23000.0,1.0,20.0,0.05
23020.0,4.0,20.0,0.2
23040.0,2.0,20.0,0.1
23060.0,6.0,20.0,0.3
23080.0,3.0,20.0,0.15
23100.0,6.0,20.0,0.3
23120.0,7.0,20.0,0.35
23140.0,5.0,20.0,0.25
23160.0,3.0,20.0,0.15
23180.0,3.0,20.0,0.15
23200.0,3.0,20.0,0.15
23220.0,3.0,20.0,0.15
23240.0,5.0,20.0,0.25
23260.0,3.0,20.0,0.15
23280.0,2.0,20.0,0.1
23300.0,4.0,20.0,0.2
23320.0,2.0,20.0,0.1
23340.0,2.0,20.0,0.1
23360.0,6.0,20.0,0.3
23380.0,1.0,20.0,0.05
23400.0,1.0,20.0,0.05
23420.0,3.0,20.0,0.15
23440.0,2.0,20.0,0.1
23460.0,4.0,20.0,0.2
23480.0,1.0,20.0,0.05
23500.0,5.0,20.0,0.25
23520.0,2.0,20.0,0.1
23540.0,4.0,20.0,0.2
23560.0,3.0,20.0,0.15
23580.0,4.0,20.0,0.2
23600.0,1.0,20.0,0.05
23620.0,2.0,20.0,0.1
23640.0,5.0,20.0,0.25
23660.0,1.0,20.0,0.05
23680.0,5.0,20.0,0.25
23700.0,5.0,20.0,0.25
23720.0,4.0,20.0,0.2
23740.0,6.0,20.0,0.3
23760.0,5.0,20.0,0.25
23780.0,1.0,20.0,0.05
23800.0,4.0,20.0,0.2
23820.0,3.0,20.0,0.15
23840.0,9.0,20.0,0.45
23860.0,3.0,20.0,0.15
23880.0,5.0,20.0,0.25
23900.0,7.0,20.0,0.35
23920.0,0.0,20.0,0.0
23940.0,6.0,20.0,0.3
23960.0,2.0,20.0,0.1
23980.0,5.0,20.0,0.25
24000.0,3.0,20.0,0.15
24020.0,1.0,20.0,0.05
24040.0,3.0,20.0,0.15
24060.0,7.0,20.0,0.35
24080.0,4.0,20.0,0.2
24100.0,3.0,20.0,0.15
24120.0,3.0,20.0,0.15
24140.0,6.0,20.0,0.3
24160.0,5.0,20.0,0.25
24180.0,2.0,20.0,0.1
24200.0,6.0,20.0,0.3
24220.0,3.0,20.0,0.15
24240.0,6.0,20.0,0.3
24260.0,5.0,20.0,0.25
24280.0,4.0,20.0,0.2
24300.0,1.0,20.0,0.05
24320.0,3.0,20.0,0.15
24340.0,2.0,20.0,0.1
24360.0,6.0,20.0,0.3
24380.0,0.0,20.0,0.0
24400.0,4.0,20.0,0.2
24420.0,6.0,20.0,0.3
24440.0,4.0,20.0,0.2
24460.0,8.0,20.0,0.4
24480.0,6.0,20.0,0.3
24500.0,6.0,20.0,0.3
24520.0,4.0,20.0,0.2
24540.0,5.0,20.0,0.25
24560.0,5.0,20.0,0.25
24580.0,7.0,20.0,0.35
24600.0,3.0,20.0,0.15
24620.0,9.0,20.0,0.45
24640.0,2.0,20.0,0.1
24660.0,8.0,20.0,0.4
24680.0,10.0,20.0,0.5
24700.0,17.0,20.0,0.85
24720.0,15.0,20.0,0.75
24740.0,17.0,20.0,0.85
24760.0,22.0,20.0,1.1
24780.0,8.0,20.0,0.4
24800.0,13.0,20.0,0.65
24820.0,3.0,20.0,0.15
24840.0,5.0,20.0,0.25
24860.0,6.0,20.0,0.3
24880.0,14.0,20.0,0.7
24900.0,6.0,20.0,0.3
24920.0,5.0,20.0,0.25
24940.0,5.0,20.0,0.25
24960.0,4.0,20.0,0.2
24980.0,6.0,20.0,0.3
25000.0,3.0,20.0,0.15
25020.0,2.0,20.0,0.1
25040.0,3.0,20.0,0.15
25060.0,4.0,20.0,0.2
25080.0,2.0,20.0,0.1
25100.0,5.0,20.0,0.25
25120.0,6.0,20.0,0.3
25140.0,2.0,20.0,0.1
25160.0,0.0,20.0,0.0
25180.0,1.0,20.0,0.05
25200.0,5.0,20.0,0.25
25220.0,5.0,20.0,0.25
25240.0,8.0,20.0,0.4
25260.0,3.0,20.0,0.15
25280.0,4.0,20.0,0.2
25300.0,6.0,20.0,0.3
25320.0,5.0,20.0,0.25
25340.0,0.0,20.0,0.0
25360.0,7.0,20.0,0.35
25380.0,2.0,20.0,0.1
25400.0,5.0,20.0,0.25
25420.0,5.0,20.0,0.25
25440.0,3.0,20.0,0.15
25460.0,2.0,20.0,0.1
25480.0,2.0,20.0,0.1
25500.0,4.0,20.0,0.2
25520.0,5.0,20.0,0.25
25540.0,6.0,20.0,0.3
25560.0,3.0,20.0,0.15
25580.0,10.0,20.0,0.5
25600.0,4.0,20.0,0.2
25620.0,6.0,20.0,0.3
25640.0,2.0,20.0,0.1
25660.0,9.0,20.0,0.45
25680.0,6.0,20.0,0.3
25700.0,6.0,20.0,0.3
25720.0,4.0,20.0,0.2
25740.0,3.0,20.0,0.15
25760.0,10.0,20.0,0.5
25780.0,3.0,20.0,0.15
25800.0,6.0,20.0,0.3
25820.0,3.0,20.0,0.15
25840.0,6.0,20.0,0.3
25860.0,8.0,20.0,0.4
25880.0,6.0,20.0,0.3
25900.0,8.0,20.0,0.4
25920.0,8.0,20.0,0.4
25940.0,1.0,20.0,0.05
25960.0,7.0,20.0,0.35
25980.0,4.0,20.0,0.2
26000.0,0.0,20.0,0.0
26020.0,2.0,20.0,0.1
26040.0,3.0,20.0,0.15
26060.0,2.0,20.0,0.1
26080.0,8.0,20.0,0.4
26100.0,2.0,20.0,0.1
26120.0,3.0,20.0,0.15
26140.0,4.0,20.0,0.2
26160.0,5.0,20.0,0.25
26180.0,7.0,20.0,0.35
26200.0,5.0,20.0,0.25
26220.0,4.0,20.0,0.2
26240.0,11.0,20.0,0.55
26260.0,3.0,20.0,0.15
26280.0,3.0,20.0,0.15
26300.0,2.0,20.0,0.1
26320.0,2.0,20.0,0.1
26340.0,2.0,20.0,0.1
26360.0,4.0,20.0,0.2
26380.0,5.0,20.0,0.25
26400.0,2.0,20.0,0.1
26420.0,4.0,20.0,0.2
26440.0,7.0,20.0,0.35
26460.0,3.0,20.0,0.15
26480.0,1.0,20.0,0.05
26500.0,3.0,20.0,0.15
26520.0,4.0,20.0,0.2
26540.0,2.0,20.0,0.1
26560.0,0.0,20.0,0.0
26580.0,6.0,20.0,0.3
26600.0,3.0,20.0,0.15
26620.0,10.0,20.0,0.5
26640.0,2.0,20.0,0.1
26660.0,6.0,20.0,0.3
26680.0,1.0,20.0,0.05
26700.0,6.0,20.0,0.3
26720.0,2.0,20.0,0.1
26740.0,2.0,20.0,0.1
26760.0,5.0,20.0,0.25
26780.0,7.0,20.0,0.35
26800.0,6.0,20.0,0.3
26820.0,2.0,20.0,0.1
26840.0,3.0,20.0,0.15
26860.0,0.0,20.0,0.0
26880.0,3.0,20.0,0.15
26900.0,4.0,20.0,0.2
26920.0,5.0,20.0,0.25
26940.0,0.0,20.0,0.0
26960.0,2.0,20.0,0.1
26980.0,2.0,20.0,0.1
27000.0,4.0,20.0,0.2
27020.0,5.0,20.0,0.25
27040.0,7.0,20.0,0.35
27060.0,5.0,20.0,0.25
27080.0,7.0,20.0,0.35
27100.0,4.0,20.0,0.2
27120.0,7.0,20.0,0.35
27140.0,2.0,20.0,0.1
27160.0,4.0,20.0,0.2
27180.0,5.0,20.0,0.25
27200.0,8.0,20.0,0.4
27220.0,6.0,20.0,0.3
27240.0,3.0,20.0,0.15
27260.0,2.0,20.0,0.1
27280.0,2.0,20.0,0.1
27300.0,3.0,20.0,0.15
27320.0,2.0,20.0,0.1
27340.0,6.0,20.0,0.3
27360.0,4.0,20.0,0.2
27380.0,6.0,20.0,0.3
27400.0,1.0,20.0,0.05
27420.0,10.0,20.0,0.5
27440.0,3.0,20.0,0.15
27460.0,4.0,20.0,0.2
27480.0,4.0,20.0,0.2
27500.0,0.0,20.0,0.0
27520.0,7.0,20.0,0.35
27540.0,6.0,20.0,0.3
27560.0,6.0,20.0,0.3
27580.0,1.0,20.0,0.05
27600.0,1.0,20.0,0.05
27620.0,3.0,20.0,0.15
27640.0,4.0,20.0,0.2
27660.0,3.0,20.0,0.15
27680.0,5.0,20.0,0.25
27700.0,2.0,20.0,0.1
27720.0,5.0,20.0,0.25
27740.0,2.0,20.0,0.1
27760.0,1.0,20.0,0.05
27780.0,4.0,20.0,0.2
27800.0,4.0,20.0,0.2
27820.0,4.0,20.0,0.2
27840.0,7.0,20.0,0.35
27860.0,3.0,20.0,0.15
27880.0,2.0,20.0,0.1
27900.0,3.0,20.0,0.15
27920.0,2.0,20.0,0.1
27940.0,7.0,20.0,0.35
27960.0,4.0,20.0,0.2
27980.0,3.0,20.0,0.15
28000.0,1.0,20.0,0.05
28020.0,4.0,20.0,0.2
28040.0,1.0,20.0,0.05
28060.0,3.0,20.0,0.15
28080.0,7.0,20.0,0.35
28100.0,2.0,20.0,0.1
28120.0,7.0,20.0,0.35
28140.0,1.0,20.0,0.05
28160.0,1.0,20.0,0.05
28180.0,4.0,20.0,0.2
28200.0,3.0,20.0,0.15
28220.0,5.0,20.0,0.25
28240.0,6.0,20.0,0.3
28260.0,3.0,20.0,0.15
28280.0,6.0,20.0,0.3
28300.0,2.0,20.0,0.1
28320.0,3.0,20.0,0.15
28340.0,3.0,20.0,0.15
28360.0,2.0,20.0,0.1
28380.0,3.0,20.0,0.15
28400.0,4.0,20.0,0.2
28420.0,4.0,20.0,0.2
28440.0,5.0,20.0,0.25
28460.0,2.0,20.0,0.1
28480.0,2.0,20.0,0.1
28500.0,0.0,20.0,0.0
28520.0,3.0,20.0,0.15
28540.0,3.0,20.0,0.15
28560.0,3.0,20.0,0.15
28580.0,7.0,20.0,0.35
28600.0,1.0,20.0,0.05
28620.0,3.0,20.0,0.15
28640.0,6.0,20.0,0.3
28660.0,0.0,20.0,0.0
28680.0,4.0,20.0,0.2
28700.0,8.0,20.0,0.4
28720.0,7.0,20.0,0.35
28740.0,4.0,20.0,0.2
28760.0,6.0,20.0,0.3
28780.0,7.0,20.0,0.35
28800.0,2.0,20.0,0.1
28820.0,7.0,20.0,0.35
28840.0,4.0,20.0,0.2
