Time_Seconds,Total_Counts,Exposure,Counts_Per_Second
28860.0,0.0,20.0,0.0
28880.0,2.0,20.0,0.1
28900.0,4.0,20.0,0.2
28920.0,5.0,20.0,0.25
28940.0,7.0,20.0,0.35
28960.0,2.0,20.0,0.1
28980.0,5.0,20.0,0.25
29000.0,5.0,20.0,0.25
29020.0,1.0,20.0,0.05
29040.0,1.0,20.0,0.05
29060.0,4.0,20.0,0.2
29080.0,2.0,20.0,0.1
29100.0,2.0,20.0,0.1
29120.0,4.0,20.0,0.2
29140.0,7.0,20.0,0.35
29160.0,4.0,20.0,0.2
29180.0,1.0,20.0,0.05
29200.0,1.0,20.0,0.05
29220.0,1.0,20.0,0.05
29240.0,8.0,20.0,0.4
29260.0,2.0,20.0,0.1
29280.0,5.0,20.0,0.25
29300.0,2.0,20.0,0.1
29320.0,3.0,20.0,0.15
29340.0,5.0,20.0,0.25
29360.0,8.0,20.0,0.4
29380.0,3.0,20.0,0.15
29400.0,3.0,20.0,0.15
29420.0,6.0,20.0,0.3
29440.0,12.0,20.0,0.6
29460.0,1.0,20.0,0.05
29480.0,4.0,20.0,0.2
29500.0,4.0,20.0,0.2
29520.0,2.0,20.0,0.1
29540.0,3.0,20.0,0.15
29560.0,6.0,20.0,0.3
29580.0,1.0,20.0,0.05
29600.0,5.0,20.0,0.25
29620.0,6.0,20.0,0.3
29640.0,3.0,20.0,0.15
29660.0,3.0,20.0,0.15
29680.0,4.0,20.0,0.2
29700.0,2.0,20.0,0.1
29720.0,3.0,20.0,0.15
29740.0,4.0,20.0,0.2
29760.0,2.0,20.0,0.1
29780.0,4.0,20.0,0.2
29800.0,0.0,20.0,0.0
29820.0,1.0,20.0,0.05
29840.0,2.0,20.0,0.1
29860.0,3.0,20.0,0.15
29880.0,3.0,20.0,0.15
29900.0,1.0,20.0,0.05
29920.0,1.0,20.0,0.05
29940.0,1.0,20.0,0.05
29960.0,5.0,20.0,0.25
29980.0,3.0,20.0,0.15
30000.0,4.0,20.0,0.2
30020.0,4.0,20.0,0.2
30040.0,7.0,20.0,0.35
30060.0,8.0,20.0,0.4
30080.0,17.0,20.0,0.85
30100.0,10.0,20.0,0.5
30120.0,4.0,20.0,0.2
30140.0,6.0,20.0,0.3
30160.0,13.0,20.0,0.65
30180.0,6.0,20.0,0.3
30200.0,13.0,20.0,0.65
30220.0,7.0,20.0,0.35
30240.0,15.0,20.0,0.75
30260.0,6.0,20.0,0.3
30280.0,6.0,20.0,0.3
30300.0,8.0,20.0,0.4
30320.0,5.0,20.0,0.25
30340.0,5.0,20.0,0.25
30360.0,10.0,20.0,0.5
30380.0,4.0,20.0,0.2
30400.0,6.0,20.0,0.3
30420.0,6.0,20.0,0.3
30440.0,11.0,20.0,0.55
30460.0,4.0,20.0,0.2
30480.0,12.0,20.0,0.6
30500.0,2.0,20.0,0.1
30520.0,3.0,20.0,0.15
30540.0,2.0,20.0,0.1
30560.0,5.0,20.0,0.25
30580.0,5.0,20.0,0.25
30600.0,3.0,20.0,0.15
30620.0,9.0,20.0,0.45
30640.0,8.0,20.0,0.4
30660.0,6.0,20.0,0.3
30680.0,8.0,20.0,0.4
30700.0,4.0,20.0,0.2
30720.0,4.0,20.0,0.2
30740.0,3.0,20.0,0.15
30760.0,3.0,20.0,0.15
30780.0,3.0,20.0,0.15
30800.0,6.0,20.0,0.3
30820.0,6.0,20.0,0.3
30840.0,0.0,20.0,0.0
30860.0,7.0,20.0,0.35
30880.0,3.0,20.0,0.15
30900.0,3.0,20.0,0.15
30920.0,1.0,20.0,0.05
30940.0,2.0,20.0,0.1
30960.0,3.0,20.0,0.15
30980.0,6.0,20.0,0.3
31000.0,4.0,20.0,0.2
31020.0,5.0,20.0,0.25
31040.0,4.0,20.0,0.2
31060.0,1.0,20.0,0.05
31080.0,5.0,20.0,0.25
31100.0,7.0,20.0,0.35
31120.0,3.0,20.0,0.15
31140.0,10.0,20.0,0.5
31160.0,4.0,20.0,0.2
31180.0,3.0,20.0,0.15
31200.0,5.0,20.0,0.25
31220.0,2.0,20.0,0.1
31240.0,4.0,20.0,0.2
31260.0,3.0,20.0,0.15
31280.0,4.0,20.0,0.2
31300.0,0.0,20.0,0.0
31320.0,2.0,20.0,0.1
31340.0,3.0,20.0,0.15
31360.0,4.0,20.0,0.2
31380.0,8.0,20.0,0.4
31400.0,5.0,20.0,0.25
31420.0,1.0,20.0,0.05
31440.0,3.0,20.0,0.15
31460.0,3.0,20.0,0.15
31480.0,2.0,20.0,0.1
31500.0,7.0,20.0,0.35
31520.0,6.0,20.0,0.3
31540.0,6.0,20.0,0.3
31560.0,3.0,20.0,0.15
31580.0,11.0,20.0,0.55
31600.0,4.0,20.0,0.2
31620.0,3.0,20.0,0.15
31640.0,3.0,20.0,0.15
31660.0,6.0,20.0,0.3
31680.0,2.0,20.0,0.1
31700.0,7.0,20.0,0.35
31720.0,2.0,20.0,0.1
31740.0,8.0,20.0,0.4
31760.0,3.0,20.0,0.15
31780.0,2.0,20.0,0.1
31800.0,3.0,20.0,0.15
31820.0,3.0,20.0,0.15
31840.0,1.0,20.0,0.05
31860.0,3.0,20.0,0.15
31880.0,4.0,20.0,0.2
31900.0,2.0,20.0,0.1
31920.0,4.0,20.0,0.2
31940.0,5.0,20.0,0.25
31960.0,5.0,20.0,0.25
31980.0,3.0,20.0,0.15
32000.0,4.0,20.0,0.2
32020.0,2.0,20.0,0.1
32040.0,5.0,20.0,0.25
32060.0,2.0,20.0,0.1
32080.0,0.0,20.0,0.0
32100.0,2.0,20.0,0.1
32120.0,3.0,20.0,0.15
32140.0,5.0,20.0,0.25
32160.0,4.0,20.0,0.2
32180.0,2.0,20.0,0.1
32200.0,4.0,20.0,0.2
32220.0,3.0,20.0,0.15
32240.0,1.0,20.0,0.05
32260.0,5.0,20.0,0.25
32280.0,7.0,20.0,0.35
32300.0,1.0,20.0,0.05
32320.0,4.0,20.0,0.2
32340.0,10.0,20.0,0.5
32360.0,2.0,20.0,0.1
32380.0,3.0,20.0,0.15
32400.0,1.0,20.0,0.05
32420.0,7.0,20.0,0.35
32440.0,7.0,20.0,0.35
32460.0,2.0,20.0,0.1
32480.0,1.0,20.0,0.05
32500.0,1.0,20.0,0.05
32520.0,2.0,20.0,0.1
32540.0,4.0,20.0,0.2
32560.0,3.0,20.0,0.15
32580.0,3.0,20.0,0.15
32600.0,1.0,20.0,0.05
32620.0,4.0,20.0,0.2
32640.0,1.0,20.0,0.05
32660.0,1.0,20.0,0.05
32680.0,4.0,20.0,0.2
32700.0,3.0,20.0,0.15
32720.0,0.0,20.0,0.0
32740.0,1.0,20.0,0.05
32760.0,5.0,20.0,0.25
32780.0,4.0,20.0,0.2
32800.0,6.0,20.0,0.3
32820.0,4.0,20.0,0.2
32840.0,4.0,20.0,0.2
32860.0,4.0,20.0,0.2
32880.0,5.0,20.0,0.25
32900.0,3.0,20.0,0.15
32920.0,2.0,20.0,0.1
32940.0,4.0,20.0,0.2
32960.0,1.0,20.0,0.05
32980.0,2.0,20.0,0.1
33000.0,7.0,20.0,0.35
33020.0,1.0,20.0,0.05
33040.0,1.0,20.0,0.05
33060.0,2.0,20.0,0.1
33080.0,3.0,20.0,0.15
33100.0,5.0,20.0,0.25
33120.0,3.0,20.0,0.15
33140.0,4.0,20.0,0.2
33160.0,2.0,20.0,0.1
33180.0,4.0,20.0,0.2
33200.0,8.0,20.0,0.4
33220.0,3.0,20.0,0.15
33240.0,2.0,20.0,0.1
33260.0,6.0,20.0,0.3
33280.0,4.0,20.0,0.2
33300.0,4.0,20.0,0.2
33320.0,6.0,20.0,0.3
33340.0,2.0,20.0,0.1
33360.0,1.0,20.0,0.05
33380.0,5.0,20.0,0.25
33400.0,0.0,20.0,0.0
33420.0,3.0,20.0,0.15
33440.0,2.0,20.0,0.1
33460.0,5.0,20.0,0.25
33480.0,5.0,20.0,0.25
33500.0,1.0,20.0,0.05
33520.0,3.0,20.0,0.15
33540.0,2.0,20.0,0.1
33560.0,1.0,20.0,0.05
33580.0,6.0,20.0,0.3
33600.0,9.0,20.0,0.45
33620.0,1.0,20.0,0.05
33640.0,5.0,20.0,0.25
33660.0,2.0,20.0,0.1
33680.0,3.0,20.0,0.15
33700.0,2.0,20.0,0.1
33720.0,5.0,20.0,0.25
33740.0,3.0,20.0,0.15
33760.0,4.0,20.0,0.2
33780.0,5.0,20.0,0.25
33800.0,3.0,20.0,0.15
33820.0,6.0,20.0,0.3
33840.0,2.0,20.0,0.1
33860.0,6.0,20.0,0.3
33880.0,3.0,20.0,0.15
33900.0,1.0,20.0,0.05
33920.0,0.0,20.0,0.0
33940.0,6.0,20.0,0.3
33960.0,6.0,20.0,0.3
33980.0,0.0,20.0,0.0
34000.0,1.0,20.0,0.05
34020.0,1.0,20.0,0.05
34040.0,7.0,20.0,0.35
34060.0,1.0,20.0,0.05
34080.0,3.0,20.0,0.15
34100.0,7.0,20.0,0.35
34120.0,5.0,20.0,0.25
34140.0,3.0,20.0,0.15
34160.0,1.0,20.0,0.05
34180.0,7.0,20.0,0.35
34200.0,2.0,20.0,0.1
34220.0,6.0,20.0,0.3
34240.0,3.0,20.0,0.15
34260.0,4.0,20.0,0.2
34280.0,5.0,20.0,0.25
34300.0,4.0,20.0,0.2
34320.0,5.0,20.0,0.25
34340.0,1.0,20.0,0.05
34360.0,7.0,20.0,0.35
34380.0,5.0,20.0,0.25
34400.0,5.0,20.0,0.25
34420.0,1.0,20.0,0.05
34440.0,3.0,20.0,0.15
34460.0,7.0,20.0,0.35
34480.0,4.0,20.0,0.2
34500.0,4.0,20.0,0.2
34520.0,4.0,20.0,0.2
34540.0,5.0,20.0,0.25
34560.0,4.0,20.0,0.2
34580.0,4.0,20.0,0.2
34600.0,7.0,20.0,0.35
34620.0,4.0,20.0,0.2
34640.0,3.0,20.0,0.15
34660.0,4.0,20.0,0.2
34680.0,6.0,20.0,0.3
34700.0,4.0,20.0,0.2
34720.0,5.0,20.0,0.25
34740.0,3.0,20.0,0.15
34760.0,6.0,20.0,0.3
34780.0,1.0,20.0,0.05
34800.0,4.0,20.0,0.2
34820.0,2.0,20.0,0.1
34840.0,5.0,20.0,0.25
34860.0,4.0,20.0,0.2
34880.0,7.0,20.0,0.35
34900.0,7.0,20.0,0.35
34920.0,2.0,20.0,0.1
34940.0,5.0,20.0,0.25
34960.0,8.0,20.0,0.4
34980.0,6.0,20.0,0.3
35000.0,5.0,20.0,0.25
35020.0,0.0,20.0,0.0
35040.0,1.0,20.0,0.05
35060.0,3.0,20.0,0.15
35080.0,5.0,20.0,0.25
35100.0,4.0,20.0,0.2
35120.0,0.0,20.0,0.0
35140.0,9.0,20.0,0.45
35160.0,0.0,20.0,0.0
35180.0,3.0,20.0,0.15
35200.0,1.0,20.0,0.05
35220.0,9.0,20.0,0.45
35240.0,4.0,20.0,0.2
35260.0,5.0,20.0,0.25
35280.0,2.0,20.0,0.1
35300.0,2.0,20.0,0.1
35320.0,2.0,20.0,0.1
35340.0,6.0,20.0,0.3
35360.0,3.0,20.0,0.15
35380.0,6.0,20.0,0.3
35400.0,4.0,20.0,0.2
35420.0,5.0,20.0,0.25
35440.0,5.0,20.0,0.25
35460.0,5.0,20.0,0.25
35480.0,6.0,20.0,0.3
35500.0,10.0,20.0,0.5
35520.0,9.0,20.0,0.45
35540.0,3.0,20.0,0.15
35560.0,10.0,20.0,0.5
35580.0,4.0,20.0,0.2
35600.0,4.0,20.0,0.2
35620.0,2.0,20.0,0.1
35640.0,4.0,20.0,0.2
35660.0,5.0,20.0,0.25
35680.0,1.0,20.0,0.05
35700.0,3.0,20.0,0.15
35720.0,5.0,20.0,0.25
35740.0,2.0,20.0,0.1
35760.0,3.0,20.0,0.15
35780.0,2.0,20.0,0.1
35800.0,1.0,20.0,0.05
35820.0,6.0,20.0,0.3
35840.0,0.0,20.0,0.0
35860.0,4.0,20.0,0.2
35880.0,3.0,20.0,0.15
35900.0,3.0,20.0,0.15
35920.0,4.0,20.0,0.2
35940.0,2.0,20.0,0.1
35960.0,4.0,20.0,0.2
35980.0,3.0,20.0,0.15
36000.0,2.0,20.0,0.1
36020.0,3.0,20.0,0.15
36040.0,6.0,20.0,0.3
36060.0,5.0,20.0,0.25
36080.0,2.0,20.0,0.1
36100.0,5.0,20.0,0.25
36120.0,4.0,20.0,0.2
36140.0,10.0,20.0,0.5
36160.0,2.0,20.0,0.1
36180.0,1.0,20.0,0.05
36200.0,4.0,20.0,0.2
36220.0,7.0,20.0,0.35
36240.0,6.0,20.0,0.3
36260.0,6.0,20.0,0.3
36280.0,3.0,20.0,0.15
36300.0,0.0,20.0,0.0
36320.0,6.0,20.0,0.3
36340.0,2.0,20.0,0.1
36360.0,1.0,20.0,0.05
36380.0,4.0,20.0,0.2
36400.0,5.0,20.0,0.25
36420.0,2.0,20.0,0.1
36440.0,5.0,20.0,0.25
36460.0,4.0,20.0,0.2
36480.0,3.0,20.0,0.15
36500.0,7.0,20.0,0.35
36520.0,1.0,20.0,0.05
36540.0,1.0,20.0,0.05
36560.0,3.0,20.0,0.15
36580.0,3.0,20.0,0.15
36600.0,3.0,20.0,0.15
36620.0,2.0,20.0,0.1
36640.0,8.0,20.0,0.4
36660.0,3.0,20.0,0.15
36680.0,6.0,20.0,0.3
36700.0,1.0,20.0,0.05
36720.0,3.0,20.0,0.15
36740.0,2.0,20.0,0.1
36760.0,2.0,20.0,0.1
36780.0,5.0,20.0,0.25
36800.0,5.0,20.0,0.25
36820.0,0.0,20.0,0.0
36840.0,9.0,20.0,0.45
36860.0,4.0,20.0,0.2
36880.0,2.0,20.0,0.1
36900.0,4.0,20.0,0.2
36920.0,8.0,20.0,0.4
36940.0,4.0,20.0,0.2
36960.0,4.0,20.0,0.2
36980.0,3.0,20.0,0.15
37000.0,6.0,20.0,0.3
37020.0,2.0,20.0,0.1
37040.0,4.0,20.0,0.2
37060.0,2.0,20.0,0.1
37080.0,1.0,20.0,0.05
37100.0,12.0,20.0,0.6
37120.0,4.0,20.0,0.2
37140.0,6.0,20.0,0.3
37160.0,6.0,20.0,0.3
37180.0,6.0,20.0,0.3
37200.0,0.0,20.0,0.0
37220.0,10.0,20.0,0.5
37240.0,6.0,20.0,0.3
37260.0,4.0,20.0,0.2
37280.0,6.0,20.0,0.3
37300.0,2.0,20.0,0.1
37320.0,1.0,20.0,0.05
37340.0,2.0,20.0,0.1
37360.0,2.0,20.0,0.1
37380.0,2.0,20.0,0.1
37400.0,3.0,20.0,0.15
37420.0,3.0,20.0,0.15
37440.0,3.0,20.0,0.15
37460.0,8.0,20.0,0.4
37480.0,5.0,20.0,0.25
37500.0,5.0,20.0,0.25
37520.0,3.0,20.0,0.15
37540.0,4.0,20.0,0.2
37560.0,2.0,20.0,0.1
37580.0,3.0,20.0,0.15
37600.0,3.0,20.0,0.15
37620.0,4.0,20.0,0.2
37640.0,2.0,20.0,0.1
37660.0,3.0,20.0,0.15
37680.0,3.0,20.0,0.15
37700.0,3.0,20.0,0.15
37720.0,3.0,20.0,0.15
37740.0,0.0,20.0,0.0
37760.0,4.0,20.0,0.2
37780.0,6.0,20.0,0.3
37800.0,2.0,20.0,0.1
37820.0,5.0,20.0,0.25
37840.0,5.0,20.0,0.25
37860.0,3.0,20.0,0.15
37880.0,3.0,20.0,0.15
37900.0,2.0,20.0,0.1
37920.0,6.0,20.0,0.3
37940.0,4.0,20.0,0.2
37960.0,3.0,20.0,0.15
37980.0,2.0,20.0,0.1
38000.0,7.0,20.0,0.35
38020.0,4.0,20.0,0.2
38040.0,2.0,20.0,0.1
38060.0,3.0,20.0,0.15
38080.0,1.0,20.0,0.05
38100.0,4.0,20.0,0.2
38120.0,4.0,20.0,0.2
38140.0,0.0,20.0,0.0
38160.0,2.0,20.0,0.1
38180.0,8.0,20.0,0.4
38200.0,5.0,20.0,0.25
38220.0,4.0,20.0,0.2
38240.0,4.0,20.0,0.2
38260.0,4.0,20.0,0.2
38280.0,4.0,20.0,0.2
38300.0,8.0,20.0,0.4
38320.0,3.0,20.0,0.15
38340.0,2.0,20.0,0.1
38360.0,0.0,20.0,0.0
38380.0,4.0,20.0,0.2
38400.0,1.0,20.0,0.05
38420.0,10.0,20.0,0.5
38440.0,7.0,20.0,0.35
38460.0,4.0,20.0,0.2
38480.0,0.0,20.0,0.0
38500.0,6.0,20.0,0.3
38520.0,1.0,20.0,0.05
38540.0,6.0,20.0,0.3
38560.0,4.0,20.0,0.2
38580.0,4.0,20.0,0.2
38600.0,1.0,20.0,0.05
38620.0,5.0,20.0,0.25
38640.0,1.0,20.0,0.05
38660.0,4.0,20.0,0.2
38680.0,4.0,20.0,0.2
38700.0,3.0,20.0,0.15
38720.0,2.0,20.0,0.1
38740.0,0.0,20.0,0.0
38760.0,2.0,20.0,0.1
38780.0,2.0,20.0,0.1
38800.0,5.0,20.0,0.25
38820.0,2.0,20.0,0.1
38840.0,4.0,20.0,0.2
38860.0,2.0,20.0,0.1
38880.0,8.0,20.0,0.4
38900.0,4.0,20.0,0.2
38920.0,5.0,20.0,0.25
38940.0,4.0,20.0,0.2
38960.0,3.0,20.0,0.15
38980.0,5.0,20.0,0.25
39000.0,5.0,20.0,0.25
39020.0,6.0,20.0,0.3
39040.0,1.0,20.0,0.05
39060.0,7.0,20.0,0.35
39080.0,1.0,20.0,0.05
39100.0,3.0,20.0,0.15
39120.0,3.0,20.0,0.15
39140.0,2.0,20.0,0.1
39160.0,2.0,20.0,0.1
39180.0,1.0,20.0,0.05
39200.0,3.0,20.0,0.15
39220.0,4.0,20.0,0.2
39240.0,7.0,20.0,0.35
39260.0,2.0,20.0,0.1
39280.0,2.0,20.0,0.1
39300.0,2.0,20.0,0.1
39320.0,0.0,20.0,0.0
39340.0,6.0,20.0,0.3
39360.0,3.0,20.0,0.15
39380.0,2.0,20.0,0.1
39400.0,2.0,20.0,0.1
39420.0,4.0,20.0,0.2
39440.0,9.0,20.0,0.45
39460.0,2.0,20.0,0.1
39480.0,8.0,20.0,0.4
39500.0,3.0,20.0,0.15
39520.0,2.0,20.0,0.1
39540.0,4.0,20.0,0.2
39560.0,4.0,20.0,0.2
39580.0,2.0,20.0,0.1
39600.0,5.0,20.0,0.25
39620.0,3.0,20.0,0.15
39640.0,5.0,20.0,0.25
39660.0,2.0,20.0,0.1
39680.0,4.0,20.0,0.2
39700.0,5.0,20.0,0.25
39720.0,8.0,20.0,0.4
39740.0,1.0,20.0,0.05
39760.0,2.0,20.0,0.1
39780.0,3.0,20.0,0.15
39800.0,4.0,20.0,0.2
39820.0,6.0,20.0,0.3
39840.0,2.0,20.0,0.1
39860.0,1.0,20.0,0.05
39880.0,3.0,20.0,0.15
39900.0,2.0,20.0,0.1
39920.0,6.0,20.0,0.3
39940.0,3.0,20.0,0.15
39960.0,7.0,20.0,0.35
39980.0,3.0,20.0,0.15
40000.0,9.0,20.0,0.45
40020.0,6.0,20.0,0.3
40040.0,6.0,20.0,0.3
40060.0,1.0,20.0,0.05
40080.0,4.0,20.0,0.2
40100.0,7.0,20.0,0.35
40120.0,2.0,20.0,0.1
40140.0,5.0,20.0,0.25
40160.0,4.0,20.0,0.2
40180.0,8.0,20.0,0.4
40200.0,2.0,20.0,0.1
40220.0,7.0,20.0,0.35
40240.0,3.0,20.0,0.15
40260.0,4.0,20.0,0.2
40280.0,11.0,20.0,0.55
40300.0,3.0,20.0,0.15
40320.0,2.0,20.0,0.1
40340.0,2.0,20.0,0.1
40360.0,6.0,20.0,0.3
40380.0,2.0,20.0,0.1
40400.0,2.0,20.0,0.1
40420.0,4.0,20.0,0.2
40440.0,4.0,20.0,0.2
40460.0,1.0,20.0,0.05
40480.0,4.0,20.0,0.2
40500.0,1.0,20.0,0.05
40520.0,3.0,20.0,0.15
40540.0,5.0,20.0,0.25
40560.0,2.0,20.0,0.1
40580.0,7.0,20.0,0.35
40600.0,3.0,20.0,0.15
40620.0,6.0,20.0,0.3
40640.0,6.0,20.0,0.3
40660.0,12.0,20.0,0.6
40680.0,5.0,20.0,0.25
40700.0,4.0,20.0,0.2
40720.0,4.0,20.0,0.2
40740.0,1.0,20.0,0.05
40760.0,4.0,20.0,0.2
40780.0,2.0,20.0,0.1
40800.0,2.0,20.0,0.1
40820.0,3.0,20.0,0.15
40840.0,6.0,20.0,0.3
40860.0,0.0,20.0,0.0
40880.0,3.0,20.0,0.15
40900.0,2.0,20.0,0.1
40920.0,3.0,20.0,0.15
40940.0,5.0,20.0,0.25
40960.0,1.0,20.0,0.05
40980.0,2.0,20.0,0.1
41000.0,6.0,20.0,0.3
41020.0,0.0,20.0,0.0
41040.0,3.0,20.0,0.15
41060.0,1.0,20.0,0.05
41080.0,4.0,20.0,0.2
41100.0,7.0,20.0,0.35
41120.0,4.0,20.0,0.2
41140.0,4.0,20.0,0.2
41160.0,5.0,20.0,0.25
41180.0,7.0,20.0,0.35
41200.0,3.0,20.0,0.15
41220.0,6.0,20.0,0.3
41240.0,3.0,20.0,0.15
41260.0,1.0,20.0,0.05
41280.0,3.0,20.0,0.15
41300.0,4.0,20.0,0.2
41320.0,6.0,20.0,0.3
41340.0,3.0,20.0,0.15
41360.0,4.0,20.0,0.2
41380.0,4.0,20.0,0.2
41400.0,3.0,20.0,0.15
41420.0,3.0,20.0,0.15
41440.0,6.0,20.0,0.3
41460.0,3.0,20.0,0.15
41480.0,1.0,20.0,0.05
41500.0,4.0,20.0,0.2
41520.0,4.0,20.0,0.2
41540.0,8.0,20.0,0.4
41560.0,8.0,20.0,0.4
41580.0,5.0,20.0,0.25
41600.0,5.0,20.0,0.25
41620.0,4.0,20.0,0.2
41640.0,4.0,20.0,0.2
41660.0,5.0,20.0,0.25
41680.0,1.0,20.0,0.05
41700.0,2.0,20.0,0.1
41720.0,3.0,20.0,0.15
41740.0,3.0,20.0,0.15
41760.0,1.0,20.0,0.05
41780.0,3.0,20.0,0.15
41800.0,4.0,20.0,0.2
41820.0,5.0,20.0,0.25
41840.0,3.0,20.0,0.15
41860.0,4.0,20.0,0.2
41880.0,4.0,20.0,0.2
41900.0,6.0,20.0,0.3
41920.0,6.0,20.0,0.3
41940.0,4.0,20.0,0.2
41960.0,5.0,20.0,0.25
41980.0,6.0,20.0,0.3
42000.0,5.0,20.0,0.25
42020.0,3.0,20.0,0.15
42040.0,6.0,20.0,0.3
42060.0,3.0,20.0,0.15
42080.0,5.0,20.0,0.25
42100.0,3.0,20.0,0.15
42120.0,0.0,20.0,0.0
42140.0,5.0,20.0,0.25
42160.0,2.0,20.0,0.1
42180.0,4.0,20.0,0.2
42200.0,1.0,20.0,0.05
42220.0,5.0,20.0,0.25
42240.0,7.0,20.0,0.35
42260.0,4.0,20.0,0.2
42280.0,8.0,20.0,0.4
42300.0,2.0,20.0,0.1
42320.0,6.0,20.0,0.3
42340.0,2.0,20.0,0.1
42360.0,6.0,20.0,0.3
42380.0,4.0,20.0,0.2
42400.0,2.0,20.0,0.1
42420.0,3.0,20.0,0.15
42440.0,3.0,20.0,0.15
42460.0,1.0,20.0,0.05
42480.0,5.0,20.0,0.25
42500.0,6.0,20.0,0.3
42520.0,4.0,20.0,0.2
42540.0,1.0,20.0,0.05
42560.0,2.0,20.0,0.1
42580.0,0.0,20.0,0.0
42600.0,6.0,20.0,0.3
42620.0,4.0,20.0,0.2
42640.0,1.0,20.0,0.05
42660.0,4.0,20.0,0.2
42680.0,1.0,20.0,0.05
42700.0,3.0,20.0,0.15
42720.0,4.0,20.0,0.2
42740.0,5.0,20.0,0.25
42760.0,3.0,20.0,0.15
42780.0,4.0,20.0,0.2
42800.0,4.0,20.0,0.2
42820.0,5.0,20.0,0.25
42840.0,2.0,20.0,0.1
42860.0,6.0,20.0,0.3
42880.0,0.0,20.0,0.0
42900.0,8.0,20.0,0.4
42920.0,1.0,20.0,0.05
42940.0,4.0,20.0,0.2
42960.0,9.0,20.0,0.45
42980.0,4.0,20.0,0.2
43000.0,4.0,20.0,0.2
43020.0,5.0,20.0,0.25
43040.0,1.0,20.0,0.05
43060.0,4.0,20.0,0.2
43080.0,2.0,20.0,0.1
43100.0,2.0,20.0,0.1
43120.0,5.0,20.0,0.25
